bugid	bug	buggy	patch	lineNo	action
41	bears_139	buggy:  if  (!started)  {  context:  if  (values.length  >  1  &&  !values[1].isEmpty())  {  position.set( "tempData ",  values[1]);  }  if  (values.length  >  5  &&  !values[5].isEmpty())  {  String[]  data  =  values[5].split( "\\| ");  boolean  started  =  data[0].charAt(0)  ==  '0';  position.set( "taximeterOn ",  started);  position.set( "taximeterStart ",  data[1]);      if  (!started)  {  position.set( "taximeterEnd ",  data[2]);  position.set( "taximeterDistance ",  Integer.parseInt(data[3]));  position.set( "taximeterFare ",  Integer.parseInt(data[4]));  position.set( "taximeterTrip ",  data[5]);  position.set( "taximeterWait ",  data[6]);  }  }  	if  (data.length  >  2)  {  	262	replace-1
60	bears_181	buggy:  ResultSet  resultSet  =  this.databaseClient.singleUse().executeQuery(Statement.of(  String.format( "select  count(*)  from  %s ",  persistentEntity.tableName())));  resultSet.next();  return  resultSet.getLong(0);  context:  public  void  delete(Class  entityClass,  KeySet  keys)  {  applyMutationWithClass(this.mutationFactory::delete,  entityClass,  keys);  }  public  long  count(Class  entityClass)  {  SpannerPersistentEntity<?>  persistentEntity  =  this.mappingContext  .getPersistentEntity(entityClass);  ResultSet  resultSet  =  this.databaseClient.singleUse().executeQuery(Statement.of(  String.format( "select  count(*)  from  %s ",  persistentEntity.tableName())));  resultSet.next();  return  resultSet.getLong(0);  	Statement  statement  =  Statement.of(String.format(   "select  count(*)  from  %s ",  persistentEntity.tableName()));  try  (ResultSet  resultSet  =  this.databaseClient.singleUse().executeQuery(statement))  {  resultSet.next();  return  resultSet.getLong(0);  }  	202	replace-4
225	bears_53	buggy:  ref.setPackage(jdtTreeBuilder.getFactory().Package().topLevel());  context:  void  setPackageOrDeclaringType(CtTypeReference<?>  ref,  CtReference  declaring)  {  if  (declaring  instanceof  CtPackageReference)  {  ref.setPackage((CtPackageReference)  declaring);  }  else  if  (declaring  instanceof  CtTypeReference)  {  ref.setDeclaringType((CtTypeReference)  declaring);  }  else  if  (declaring  ==  null)  {  ref.setPackage(jdtTreeBuilder.getFactory().Package().topLevel());  }  else  {  throw  new  AssertionError( "unexpected  declaring  type:   "  +  declaring.getClass()  +   "  of   "  +  declaring);  }  }  	ref.setPackage(jdtTreeBuilder.getContextBuilder().compilationUnitSpoon.getDeclaredPackage().getReference());  	916	replace-1
178	bears_251	buggy:  attributesMap  =  new  ConcurrentHashMap<>(attributes.length);  context:  private  void  initAttributes(final  AbstractAttribute...  attributes)  {  if  (attributes  ==  null  ||  attributes.length  ==  0)  {  return;  }      attributesMap  =  new  ConcurrentHashMap<>(attributes.length);  for  (final  AbstractAttribute  attribute  :  attributes)  {  attributesMap.put(attribute.getAttributeName(),  attribute);  }  this.attributes  =  new  AbstractAttribute[attributesMap.size()];  attributesMap.values().toArray(this.attributes);  }  	attributesMap  =  new  ConcurrentHashMap<>();  	1116	replace-1
144	bears_154	buggy:  duplicateServiceCombConfigToCse(config,  new  DynamicConfiguration(  new  MicroserviceConfigurationSource(configModelList),  new  NeverStartPollingScheduler()),   "configFromYamlFile ");  context:  public  static  ConcurrentCompositeConfiguration  createLocalConfig(List<ConfigModel>  configModelList)  {  ConcurrentCompositeConfiguration  config  =  new  ConcurrentCompositeConfiguration();  duplicateServiceCombConfigToCse(config,  new  ConcurrentMapConfiguration(new  SystemConfiguration()),   "configFromSystem ");  duplicateServiceCombConfigToCse(config,  convertEnvVariable(new  ConcurrentMapConfiguration(new  EnvironmentConfiguration())),   "configFromEnvironment ");  duplicateServiceCombConfigToCse(config,      new  DynamicConfiguration(      new  MicroserviceConfigurationSource(configModelList),  new  NeverStartPollingScheduler()),       "configFromYamlFile ");  //  If  there  is  extra  configurations,  add  it  into  config.  Extra  config  has  lowest  priority.  EXTRA_CONFIG_MAP.entrySet().stream()  .filter(mapEntry  ->  !mapEntry.getValue().isEmpty())  .forEachOrdered(configMapEntry  ->  duplicateServiceCombConfigToCse(config,  	duplicateServiceCombConfigToCse(config,  new  DynamicConfiguration(  new  MicroserviceConfigurationSource(configModelList),  new  NeverStartPollingScheduler()),   "configFromYamlFile ");  	133	replace-4
113	bears_90	buggy:  this.rawType  =  field  ==  null  ?  propertyDescriptor.getPropertyType()  :  field.getType();  context:  private  final  SimpleTypeHolder  simpleTypeHolder;  private  final  int  hashCode;  public  AbstractPersistentProperty(Field  field,  PropertyDescriptor  propertyDescriptor,  PersistentEntity<?,  P>  owner,  SimpleTypeHolder  simpleTypeHolder)  {  Assert.notNull(simpleTypeHolder,   "SimpleTypeHolder  must  not  be  null! ");  Assert.notNull(owner,   "Owner  entity  must  not  be  null! ");  this.name  =  field  ==  null  ?  propertyDescriptor.getName()  :  field.getName();  this.rawType  =  field  ==  null  ?  propertyDescriptor.getPropertyType()  :  field.getType();  this.information  =  owner.getTypeInformation().getProperty(this.name);  this.propertyDescriptor  =  propertyDescriptor;  this.field  =  field;  this.association  =  isAssociation()  ?  createAssociation()  :  null;  this.owner  =  owner;  this.simpleTypeHolder  =  simpleTypeHolder;  this.hashCode  =  this.field  ==  null  ?  this.propertyDescriptor.hashCode()  :  this.field.hashCode();  	this.rawType  =  this.information  !=  null  ?  information.getType()  :  field  ==  null  ?  propertyDescriptor.getPropertyType()  :  field.getType();  	65	replace-1
19	bears_103	buggy:  position.set(Position.KEY_ODOMETER,  parser.next());  context:  position.set(Position.PREFIX_TEMP  +  2,  parser.next());  position.setNetwork(new  Network(  CellTower.fromLacCid(parser.nextInt(16),  parser.nextInt(16))));  position.setValid(parser.next().equals( "A "));  position.set(Position.KEY_SATELLITES,  parser.next());  position.setCourse(parser.nextDouble());  position.setSpeed(parser.nextDouble());  position.set( "pdop ",  parser.next());      position.set(Position.KEY_ODOMETER,  parser.next());  position.setLatitude(parser.nextCoordinate());  position.setLongitude(parser.nextCoordinate());  }  else  if  (pattern  ==  PATTERN4)  {  position.set(Position.KEY_STATUS,  parser.next());  DateBuilder  dateBuilder  =  new  DateBuilder()  	position.set(Position.KEY_ODOMETER,  parser.nextInt());  	293	replace-1
213	bears_28	buggy:  context:  if  (!block.isImplicit())  {  if  (!block.isParentInitialized()  ||  (!(block.getParent()  instanceof  CtFor)  &&  !(block.getParent()  instanceof  CtForEach)  &&  !(block.getParent()  instanceof  CtIf)))  {  printer.write( "   ");  }  }  }  else  {  printer.write( "; ");  }  }  }  	elementPrinterHelper.writeComment(newArray,  CommentOffset.BEFORE);  	376	add
107	bears_87	buggy:  return  ReflectionUtils.invokeMethod(OF_METHOD,  source);  context:  public  NullableWrapperToVavrOptionConverter(ConversionService  conversionService)  {  super(conversionService,  createEmptyOption(),  io.vavr.control.Option.class);  }  protected  Object  wrap(Object  source)  {  return  ReflectionUtils.invokeMethod(OF_METHOD,  source);  }  public  static  WrapperType  getWrapperType()  {  return  WrapperType.singleValue(io.vavr.control.Option.class);  }  private  static  io.vavr.control.Option<Object>  createEmptyOption()  {  	return  ReflectionUtils.invokeMethod(OF_METHOD,  null,  source);  	528	replace-1
58	bears_207	buggy:  response  =  Response.ok().entity(content).type(mediaType).build();  response  =  Response.ok().entity(content).type(mediaType).build();  context:  public  Response  content(@PathParam( "path ")  String  path)  {  Response  response;  String  mediaType  =  getMediaTypeFromPath(path);  if  (path.isEmpty()  ||  path.equals( "index.html "))  {  response  =  Response.ok().entity(getIndex()).type(mediaType).build();  }  else  {  mediaType  =  getMediaTypeFromPath(path);  if  (path.endsWith( "png ")  ||  path.endsWith( "gif "))  {  byte[]  content  =  FileUtils.readAllBytesFromResource(swaggerResource  +  path);      response  =  Response.ok().entity(content).type(mediaType).build();  }  else  {  String  content  =  FileUtils.readAllTextFromResource(swaggerResource  +  path);      response  =  Response.ok().entity(content).type(mediaType).build();  	if  (content  !=  null)  {  response  =  Response.ok().entity(content).type(mediaType).build();  }  else  {  response  =  Response.status(Response.Status.NOT_FOUND).build();  }  if  (content  !=  null)  {  response  =  Response.ok().entity(content).type(mediaType).build();  }  else  {  response  =  Response.status(Response.Status.NOT_FOUND).build();  }  	32	replace-2
249	bears_250	buggy:  int  cardinality  =  map.size();  for  (Map.Entry<Integer,  ?  extends  Number>  entry  :  map.entrySet())  {  context:  public  static  CompressedVector  fromMap(Map<Integer,  ?  extends  Number>  map,  int  length)  {      int  cardinality  =  map.size();  int[]  indices  =  new  int[cardinality];  double[]  values  =  new  double[cardinality];  int  i  =  0;      for  (Map.Entry<Integer,  ?  extends  Number>  entry  :  map.entrySet())  {  int  index  =  entry.getKey();  if  (index  <  0  ||  index  >=  length)  {  	TreeMap<Integer,  ?  extends  Number>  sortedMap  =  new  TreeMap<>(map);  int  cardinality  =  sortedMap.size();  for  (Map.Entry<Integer,  ?  extends  Number>  entry  :  sortedMap.entrySet())  {  	210	replace-2
80	bears_179	buggy:  }  if  (invocationTarget.isInterface())  {  return  INTERFACE.new  Invocation(methodDescription,  invocationTarget);  context:  methodDescription.getDescriptor(),  typeDescription.isInterface());  int  parameterSize  =  methodDescription.getStackSize(),  returnValueSize  =  methodDescription.getReturnType().getStackSize().getSize();  return  new  Size(returnValueSize  -  parameterSize,  Math.max(0,  returnValueSize  -  parameterSize));  }  public  StackManipulation  virtual(TypeDescription  invocationTarget)  {  if  (methodDescription.isPrivate()  ||  methodDescription.isConstructor()  ||  methodDescription.isStatic())  {  return  Illegal.INSTANCE;      }      if  (invocationTarget.isInterface())  {      return  INTERFACE.new  Invocation(methodDescription,  invocationTarget);  }  else  {  return  VIRTUAL.new  Invocation(methodDescription,  invocationTarget);  }  	}  else  if  (invocationTarget.isInterface())  {  return  methodDescription.getDeclaringType().represents(Object.class)  ?  this  :  INTERFACE.new  Invocation(methodDescription,  invocationTarget);  	320	replace-3
217	bears_44	buggy:  this.statements.remove(statement);  context:  private  void  ensureModifiableStatementsList()  {  if  (this.statements  ==  CtElementImpl.<CtStatement>emptyList())  {  this.statements  =  new  ArrayList<>(BLOCK_STATEMENTS_CONTAINER_DEFAULT_CAPACITY);  }  }  public  void  removeStatement(CtStatement  statement)  {  if  (this.statements  !=  CtElementImpl.<CtStatement>emptyList())  {  this.statements.remove(statement);  	  boolean  hasBeenRemoved  =  false;  for  (int  i  =  0;  i  <  this.statements.size();  i++)  {  if  (this.statements.get(i)  ==  statement)  {  this.statements.remove(i);  hasBeenRemoved  =  true;  break;  }  }    if  (!hasBeenRemoved)  {  this.statements.remove(statement);  }    	193	replace-1
86	bears_246	buggy:  return  setQueryParameter( "position_ms ",  position_ms);  context:  public  Builder  position_ms(final  Integer  position_ms)  {  assert  (position_ms  !=  null);  assert  (position_ms  >=  0);    return  setQueryParameter( "position_ms ",  position_ms);  }  	return  setBodyParameter( "position_ms ",  position_ms);  	130	replace-1
59	bears_180	buggy:  return  BlobId.of(uri.getHost(),  context:  uri  =  new  URI(this.location);  }  catch  (URISyntaxException  e)  {  throw  new  IOException( "Invalid  URI  syntax ",  e);  }  return  uri;  }  private  BlobId  getBlobId()  throws  IOException  {  URI  uri  =  getURI();  return  BlobId.of(uri.getHost(),  uri.getPath().substring(1,  uri.getPath().length()));  }  	return  BlobId.of(uri.getAuthority(),  	110	replace-1
39	bears_138	buggy:  int  mnc  =  buf.readUnsignedByte();  network.addCellTower(CellTower.from(mcc,  mnc,  lac,  cid,  rssi));  context:  boolean  longFormat  =  type  ==  MSG_LBS_2  ||  type  ==  MSG_WIFI_3;  DateBuilder  dateBuilder  =  new  DateBuilder(timeZone)  .setDate(buf.readUnsignedByte(),  buf.readUnsignedByte(),  buf.readUnsignedByte())  .setTime(buf.readUnsignedByte(),  buf.readUnsignedByte(),  buf.readUnsignedByte());  getLastLocation(position,  dateBuilder.getDate());  int  mcc  =  buf.readUnsignedShort();      int  mnc  =  buf.readUnsignedByte();  Network  network  =  new  Network();  for  (int  i  =  0;  i  <  7;  i++)  {  int  lac  =  longFormat  ?  buf.readInt()  :  buf.readUnsignedShort();  int  cid  =  longFormat  ?  (int)  buf.readLong()  :  buf.readUnsignedMedium();  int  rssi  =  -buf.readUnsignedByte();  if  (lac  >  0)  {          network.addCellTower(CellTower.from(mcc,  mnc,  lac,  cid,  rssi));  	int  mnc  =  BitUtil.check(mcc,  15)  ?  buf.readUnsignedShort()  :  buf.readUnsignedByte();  network.addCellTower(CellTower.from(BitUtil.to(mcc,  15),  mnc,  lac,  cid,  rssi));  	557	replace-2
172	bears_25	buggy:  context:  public  void  acceptJsonFormatVisitor(JsonFormatVisitorWrapper  visitor,  JavaType  typeHint)  throws  JsonMappingException  {  visitStringFormat(visitor,  typeHint);  }  protected  JsonSerializer<Object>  _findAndAddDynamic(PropertySerializerMap  map,  Class<?>  type,  SerializerProvider  provider)  throws  JsonMappingException  {  PropertySerializerMap.SerializerAndMapResult  result  =  map.findAndAddKeySerializer(type,  provider,  null);  	if  (type  ==  Object.class)  {  JsonSerializer<Object>  ser  =  new  Default(Default.TYPE_TO_STRING,  type);  _dynamicSerializers  =  map.newWith(type,  ser);  return  ser;  }  	211	add
89	bears_159	buggy:  private  static  final  String  TS_FORMAT_PATTERN  =   "yyyy-MM-dd  HH:mm:ss ";  private  static  final  DateTimeFormatter  TS_FORMAT  =  DateTimeFormatter.ofPattern(TS_FORMAT_PATTERN);  context:  public  LocalDate  date(final  String  s);  public  LocalTime  time(final  String  s);  public  OffsetTime  timeWithTimeZone(final  String  s);  public  static  DateTimeFormat  get()  {  return  new  ISODateTimeFormat();  }  public  static  class  ISODateTimeFormat  implements  DateTimeFormat  {  private  static  final  Logger  LOGGER  =  LoggerFactory.getLogger(ISODateTimeFormat.class);      private  static  final  String  TS_FORMAT_PATTERN  =   "yyyy-MM-dd  HH:mm:ss ";      private  static  final  DateTimeFormatter  TS_FORMAT  =  DateTimeFormatter.ofPattern(TS_FORMAT_PATTERN);  private  static  final  String  TS_TZ_FORMAT_PATTERN  =   "yyyy-MM-dd  HH:mm:ss[.S]X ";  private  static  final  DateTimeFormatter  TS_TZ_FORMAT  =  new  DateTimeFormatterBuilder()  	private  static  final  String  TS_FORMAT_PATTERN  =   "yyyy-MM-dd  HH:mm:ss[.S] ";  private  static  final  DateTimeFormatter  TS_FORMAT  =  new  DateTimeFormatterBuilder()  .appendPattern( "yyyy-MM-dd  HH:mm:ss ")  .appendFraction(ChronoField.MICRO_OF_SECOND,  0,  6,  true)  .toFormatter();  	46	replace-2
162	bears_2	buggy:  if  (raw  ==  String.class  ||  raw  ==  Object.class)  {  context:  _kind  =  kind;  _keyClass  =  cls;  _deser  =  deser;  }  public  static  StdKeyDeserializer  forType(Class<?>  raw)  {  int  kind;      if  (raw  ==  String.class  ||  raw  ==  Object.class)  {  return  StringKD.forType(raw);  }  else  if  (raw  ==  UUID.class)  {  kind  =  TYPE_UUID;  }  else  if  (raw  ==  Integer.class)  {  kind  =  TYPE_INT;  }  else  if  (raw  ==  Long.class)  {  kind  =  TYPE_LONG;  }  else  if  (raw  ==  Date.class)  {  	if  (raw  ==  String.class  ||  raw  ==  Object.class  ||  raw  ==  CharSequence.class)  {  	75	replace-1
95	bears_163	buggy:  if  (tokens.canConsume( "CONSTRAINT ",  TokenStream.ANY_VALUE,   "UNIQUE ")  ||  tokens.canConsume( "UNIQUE "))  {  context:  }  catch  (ParsingException  e)  {  errors  =  accumulateParsingFailure(e,  errors);  tokens.rewind(defnStart);  }  catch  (MultipleParsingExceptions  e)  {  errors  =  accumulateParsingFailure(e,  errors);  tokens.rewind(defnStart);  }  }      if  (tokens.canConsume( "CONSTRAINT ",  TokenStream.ANY_VALUE,   "UNIQUE ")  ||  tokens.canConsume( "UNIQUE "))  {  tokens.canConsumeAnyOf( "KEY ",   "INDEX ");  try  {  if  (!tokens.matches('('))  {  if  (!tokens.matches( "USING "))  {  tokens.consume();  //  name  of  unique  index  ...  }  	if  (tokens.canConsume( "CONSTRAINT ",  TokenStream.ANY_VALUE,   "UNIQUE ")  ||  tokens.canConsume( "CONSTRAINT ",   "UNIQUE ")  ||  tokens.canConsume( "UNIQUE "))  {  	625	replace-1
55	bears_187	buggy:  final  ObjectMapper  mapper  =  new  ObjectMapper(new  YAMLFactory().configure(YAMLGenerator.Feature.MINIMIZE_QUOTES,  true));  context:  public  void  processOpts()  {  super.processOpts();  if(additionalProperties.containsKey(OUTPUT_NAME))  {  this.outputFile  =  additionalProperties.get(OUTPUT_NAME).toString();  }  }  public  void  processSwagger(Swagger  swagger)  {  try  {      final  ObjectMapper  mapper  =  new  ObjectMapper(new  YAMLFactory().configure(YAMLGenerator.Feature.MINIMIZE_QUOTES,  true));  configureMapper(mapper);  String  swaggerString  =  mapper.writeValueAsString(swagger);  String  outputFile  =  outputFolder  +  File.separator  +  this.outputFile;  FileUtils.writeStringToFile(new  File(outputFile),  swaggerString);  LOGGER.debug( "wrote  file  to   "  +  outputFile);  }  catch  (Exception  e)  {  	final  ObjectMapper  mapper  =  new  ObjectMapper(new  YAMLFactory()  .configure(YAMLGenerator.Feature.MINIMIZE_QUOTES,  true)  .configure(YAMLGenerator.Feature.ALWAYS_QUOTE_NUMBERS_AS_STRINGS,  true));  	63	replace-1
117	bears_168	buggy:  context:  package  io.enmasse.address.model.v1;  		-2	add
218	bears_43	buggy:  if  (getDeclaringType().isAnonymous())  {  if  (!getDeclaringType().getDeclaringType().isSubtypeOf(executable.getDeclaringType()))  {  return  false;  }  }  else  if  (!getDeclaringType().isSubtypeOf(executable.getDeclaringType()))  {  context:  }  return  getOverridingExecutable(c.getSuperclass());  }  public  boolean  isOverriding(CtExecutableReference<?>  executable)  {  final  boolean  isSame  =  getSimpleName().equals(executable.getSimpleName())  &&  getParameters().equals(executable.getParameters())  &&  getActualTypeArguments().equals(executable.getActualTypeArguments());  if  (!isSame)  {  return  false;  }  if  (getDeclaringType().isAnonymous())  {  if  (!getDeclaringType().getDeclaringType().isSubtypeOf(executable.getDeclaringType()))  {  return  false;  }  }  else  if  (!getDeclaringType().isSubtypeOf(executable.getDeclaringType()))  {  return  false;  }  return  true;  }  	if  (!getDeclaringType().isSubtypeOf(executable.getDeclaringType()))  {  	239	replace-5
